name,price,status,shipping,free_returns,items_sold
Adidas Samba Classic White/Black/White [772109] Men's Sizes 6-11,5599,US M 8 + more,0,False,
Vans New SlipOn Classic Sneakers Unisex Canvas Shoes Men's/Women's,3999,US M 10.5 + more,894,False,
PUMA Court Ultra Lite Lace Up  Mens White Sneakers Casual Shoes 38937106,2995,US M 11 + more,6000,True,
adidas  Yeezy Quantum Lace Up  Mens Blue Sneakers Casual Shoes GZ8872,4995,US M 8.5 + more,25000,True,
"DVS Men's Enduro Heir Skate Shoe White/Black/Blue - DV01150004, White/Black/Blue",7600,US M 9.5 + more,,False,
Size 10.5 - Air Jordan 3 Retro Powder Blue,9000,Air Jordan,1495,False,
Mens Fila Original Fitness Sneakers,5999,US M 7 + more,0,False,
New Balance 530 Sneakers White/Natural Indigo 🔥SALE DEAL,6600,US M 7 + more,0,False,
Adidas NMD Racer Primeknit Solar Pink White Mens Running Shoes CQ2442,9999,US M 10 + more,1495,False,
Vans Old Skool 36 LX Pearlized Pack-Black Navy VN000E8VYA6 Ship Now,18700,US M 9.5 + more,1495,False,
NEW in Box Coach Unisex High Line Denim Blue Mens Sneaker Size 8,10990,US M 8,900,False,
James Hunter Vintage Sneakers Grey Mens Casual Size 12,5000,US W 12,0,False,
Kobe 8 protro Team bank Basketball FN0266601 University Red 6.5Y,9500,Kobe Bryant,1207,False,
Palm Angels Snow Slip-On Brown/Beige Sneakers Size 43 (10M),22499,Palm Angels,1273,False,
adidas kids Lite Racer Adapt 7.0 Shoes Kids,4200,US K 12 + more,6000,True,
Nike Air Force 1 Mid '07 All Triple Black Blackout Retro Classic Shoes NEW,15000,US M 9 + more,1495,False,
Brooks Men's Ghost 17 Running Shoes,9674,US M 12 + more,12093,False,
"Versace Men's Trigreca ""Sky+Multi-Color"" Leather Canvas Logo Sneakers Shoes",49999,US M 10 + more,1495,False,
S Sport By Skechers Men's Presley Sneakers,2399,US M 12 + more,5499,True,
Adidas FUTRO MIXR TRAINERS SHOES Running shoes IF1789 Unisex Size,8800,US M 10.5 + more,1495,False,
Ryka Women's Max Cushion Mesh Washable Sneakers-Glide Flintstone Blue,3999,US W 8 + more,0,False,
Ryka Mesh Walking Sneakers Frenzy Seafoam Green,3999,US W 10 + more,0,False,
VANS KNU SKOOL BLACK/WHITE SHOE,6375,US M 12 + more,7500,False,
*NEW* MEN Nike AIR MAX 270 BLACK / BLACK / BLACK (AH8050-005) 👍,11582,US M 9 + more,12321,False,
Nike Air Max Phenomena Loafers Women's Black IM8814-001,14700,US M 5.5 + more,1495,False,
New Balance 990v6 Made In USA MiUSA Workwear Grey Men's Shoe U990TN6 sz 5-12,11019,US M 5 + more,11599,False,
Nike Revolution 7 Black Off Noir Mens Running FB2207-005 NEW Multi Sz,3999,US M 9 + more,0,False,
Nike Air Jordan 4 Retro 'Lakers' Jordan 4 AJ4 Imperial Purple FV5029-500 Men's,26400,US M 8.5 + more,1495,False,
Nike Air Jordan 1 Low Grey White Sneakers Retro 553558-044 Mens Size,8995,US M 12 + more,1495,False,
Adidas Samba OG Trainers Black White Men�s Leather Sneakers B75807 ALL SIZES,7020,US M 9 + more,999,False,
adidas kids Falcon 3 Sport Lace Shoes,3200,US K 3.5 + more,5500,True,
Nike Dunk Low Retro MEN'S White Black Panda DD1391-100 Sneakers Shoes,6998,US M 9 + more,965,True,59+ sold
Nike Air Jordan 11 CMFT Low Barely Green Retro Sneakers CW0784-300,17900,US M 12 + more,1495,False,
adidas men Kaptir 4.0 Wide Shoes,6300,US M 8 + more,9000,True,
On Running Cloud 6 All Black 3MF10071043 Men's Size New,13399,US M 9 + more,1495,False,
AND1 Tai Chi LX Mens Shoes,5990,US M 9 + more,,False,
"adidas Yeezy Slide Dark ""Onyx"" ID5103 Black Slides Men's Sie 6-13 New",11499,US M 11 + more,1495,False,
adidas  Yeezy Quantum Lace Up  Mens Grey Sneakers Casual Shoes Q46473,9495,US M 17 + more,25000,True,
Air Jordan 38 Low Men Basketball Shoes FD2326 107,7697,US M 10.5 + more,1495,False,
S Sport By Skechers Women's Prancie Step-Ins Sneakers,2399,US W 10 + more,5499,True,21+ sold
Men's Waterproof Composite Toe Work High-top With Metatarsa Black - 7.5 Medium,13994,US W 7.5,,False,
Women’s Inkkas Cypress - Sz 6,12500,US W 6,1400,False,
Proenza Schouler Track Sneakers Crinkled Metallic Silver/Ecru Sz 39 — NWB,34900,US W 8.5,1000,False,
Kizik Men’s London AT Grey Size 11,7298,US M 11,1000,False,
Preowned Size 9 - Puma Carina Street White Black,4800,US W 9,883,True,
Kizik Men’s London AT Mid Size 9 Black,9999,US M 9,1207,False,
Nike Ja 3 EP Showstopper HF2794-200 Men Size,12499,US M 8.5 + more,1495,False,
Adidas Originals GAZELLE Men's Size LEATHER Shoes Sneakers ID6105 Black 10 - 14,9999,US M 13 + more,1495,False,
"*NEW* Men Nike P-6000 PRM METALLIC SILVER  (CN0149 001), Sz 8.0 - 13.0 👍",9702,US M 12 + more,10321,False,
Nike Nike Mind 001 Light Bone HQ4307-002 Men Size 💠 New In-Hand,19700,US M 8 + more,1495,False,
Adidas Vario Pure White Black W,,,,False,
Adidas Racer TR23 Solid Grey Blue Burst,,,,False,
Adidas Grand Court Alpha Shadow Navy White W,,,,False,
Adidas Daily 4.0 Clay Black,,,,False,
Adidas Run 60s 2.0 Crew Navy,,,,False,
Adidas Run 60s 2.0 Grey Carbon,,,,False,
Adidas Grand Court 2.0 White Black,,,,False,
adidas Japan Bright Royal,,,,False,
Adidas Lite Racer Adapt 7.0 Black Grey,,,,False,
Nike Court Vision Next Nature Low Triple White,,,,False,
adidas VL Court 3.0 Core White Bright Royal Dark Blue Gum,,,,False,
Nike Court Vision Next Nature Low Triple Black,,,,False,
Nike Court Vision Low Black White,,,,False,
Adidas Lite Racer Adapt 4.0 Black White,,,,False,
Puma Reflect Lite Trail PURE-TEX Black Cool Dark Grey,,,,False,
Adidas Duramo SL Black Solar Red,,,,False,
Puma Inhale Black Green Glare,,,,False,
Adidas Daily 3.0 Dove Grey,,,,False,
Nike Revolution 7 Black White,,,,False,
Adidas Runfalcon 5 Triple White,,,,False,
adidas women Grand Court Alpha Shoes,4700,US W 9.5 + more,8000,True,
Nike Air Jordan 12 Low Golf White Game Royal Men's DM9015-105,10100,US M 10.5 + more,1495,False,
Asics Sportstyle Gel-Kayano 20 White Pure Silver Running Men Shoes 1203A388-100,12825,Brand New,16031,False,
Nike Air Max 95 OG Big Bubble Neon (2026) - ALL SIZES  - HM4740-001,17900,US M 5 + more,1495,False,
Nike Air Force 1 GTX Vibram GORE-TEX Shoes Sneakers Mens Size 9.5 Black New,12499,Nike Air Force,1495,False,
Size 8.5 - Nike Air Max 97 OG QS Metallic Gold,6295,Nike Air Max,500,False,
Ryka Womens Invoke Walking Sneakers Black,3999,US W 9.5 + more,0,False,
Kizik Men’s Lima 2 Alloy 11,7298,Kizik,1000,False,
Presale Nike Air Max 95 OG Big Bubble Neon Paisley Bandana,22999,US M 9 + more,1495,False,
adidas men Daily 4.0 Shoes,4700,US M 6 + more,6500,True,
Vans MTE Harbor Mule VR3 Skate Sneakers Shoes Khaki VN000CW3KHK US 4-13,9890,US M 6.5 + more,10989,False,16+ sold
Nike Air Force 1 Low x Supreme Box Logo - Black - CU9225-001 - SHIP NOW,16499,US M 8 + more,1495,False,
Crocs One Piece Roronoa Zoro 212953-90H Men's Classic Clog NEW,10899,US M 8 + more,1495,False,
Nike Vomero Premium 'Realtree Camo' Black Dark Smoke Grey Camo IO7325-001,24499,US M 10 + more,1495,False,
SALE! Avia Men's 5000 Athletic Performance Lace-up Running Shoes Wide Width,3497,US M 10.5 + more,0,False,36+ sold
Men's Adidas Samba Classic - White/Black/White - [772109] - Size 6.5 - 11.5,5995,US M 10.5 + more,0,False,207+ sold
New Nike Air Zoom Pegasus 41 Black Running Training Gym Shoes Mens HF1536-002,7925,US M 7.5 + more,0,False,
adidas women Questar 3 Running Shoes,5700,US W 8.5 + more,7500,True,
Nike Revolution 8 White / Black Pure Platinum Mens Sneakers Shoes HJ9198 101,5499,US M 12 + more,0,True,
Adidas Xlg Runner Deluxe 'Dark Grey' IH7796 Unisex Men's Shoes New Size,15400,US M 6.5 + more,1495,False,
Kizik Women’s Athens 2 Blue Size 7,7298,US W 7,1000,False,
Kizik Women’s Athens 2 Purple Orchid Size 9,7498,US W 9,1499,False,
Kizik Women’s Athens 2 White Size 7,7498,US W 7,1499,False,
Kizik Women’s Athens 2 Light Blue Size 8,6998,US W 8,1000,False,
adidas kids Breaknet Lifestyle Court Lace Shoes,2700,US K 3 + more,5500,True,
Fat Shoelaces Flat Wide 1cm/2cm 120/140/160cm Color Boot Shoe Laces Sneakers,399,Brand New,0,False,
Hoka One One Bondi SR Harbor Mist / Lunar Rock Mens Size 11 Shoes 1110520-HMLR,11999,US M 11,1495,False,
"adidas Sl 72 Rs Lace Up  Mens Grey, White Sneakers Casual Shoes JS0746",5995,US M 7 + more,10000,True,
ADIDAS VELOSAMBA LEATHER CYCLING BRIGHT BLUE PULSE MAGENTA MENS SIZE 9 & 10.5,9999,US M 10.5 + more,1495,False,
Adidas Hyperboost Edge Running Shoes Red White KI1913,28700,US M 11.5 + more,1495,False,
GALV CORED PIPE PLUG,109,Brand New,980,False,
Nike Air Max 2017 Black Size 12,17500,Nike Air Max,1495,False,
Jordan Jumpman Diamond PF Low White Mismatch - CI1209-101,10000,US M 9 + more,1495,False,
New Balance Men's 574 Core Black Size 8,4500,New Balance,5500,False,
ADIDAS Originals Samba OG Cloud White Core Black B75806 Men's shoes sz 4-13,7200,US M 12 + more,8499,False,
Yeezy Slide Onyx (HQ6448) | New | Sizes 7-13 | FAST SHIP | EBAY AUTHENTICITY,11000,US M 9 + more,1495,False,
Brooks Adrenaline GTS 24 Road-Running Shoes - Men's,8866,US M 13 + more,0,False,
Converse CHUCK TAYLOR All Star Low Top Unisex Canvas Shoes Sneakers NEW,3995,US M 4 + more,0,False,
BILLY Footwear Classic Lace High Sneakers - Black to the Floor - Toddler Size,2299,US M 11 + more,0,False,105+ sold
New Birkenstock Bend Low leather sneakers | For Men and Women | Choose Size,7500,US W 8.5 + more,0,False,
Size 10 Men's Nike Air Max 90 Anthracite/Green Strike DM0029-015 Brand New,8500,Nike Air Max,1495,False,
Adidas top ten,12000,US M 9 + more,1495,False,
Saucony Progrid Omni 9 ‘St. Valentine’ In Red/Black S70739-149 Size 8.0 - 13.0,12500,US M 10.5 + more,1495,False,
Men’s Size 10.5- Nike ZoomX Streakfly 2 Ghost HF6416-001,10449,Nike ZoomX,10999,False,
Asics Gel 1130 'White Pure Silver Black' / 1201B020-100 Expeditedship,12000,US M 11 + more,1495,False,
Nike ACG Zoom Gaiadome GORE-TEX 'Triple Black' DD2858-001 Men's Shoes,19000,US M 10 + more,1495,False,
Size 6.5Y - Air Jordan 11 Retro 2025 Gamma Blue GS 378038-047 NoLid B-Grade,18800,Air Jordan,1495,False,
Adidas FUTRO MIXR Wear resistant And Lightweight Low Top Running - JP8576,9300,US M 10.5 + more,1495,False,
Nike SB Dunk Low Court Purple,14000,US M 9.5 + more,1495,False,
Taos Plim Soul Lux Women's Leather Sneakers – New – Multiple Colors & Sizes,7998,US W 11 + more,0,False,
Palm Angels Logo Black/White Lace-Up Skater Sneakers Size 44 (11M),21999,Palm Angels,1273,False,
Converse XXHI Triple Buckle Strap Wet Stone Knee High Sneaker Bundle Mens 12 NEW,15000,Converse,1021,False,
Palm Angels Logo Cream/White Lace-Up Skater Sneakers Size 39 (6M),21999,Palm Angels,1273,False,
Air Jordan Legacy 312 “Knicks” Black Rush Blue Orange Size 11.5,5000,Jordan,883,False,
Reebok Nano X1 Adventure Work Men's Composite Toe Static-Dissipative Athletic,12499,US M 15 + more,13499,True,
Kizik Women’s London AT MID Black Size 7.5,9699,US W 7.5,1000,False,
Nike Air Max 90 Shoes Platinum Tint Iron Grey DM0029-019 Men's Multi Size NEW,10431,US M 7.5 + more,10980,False,
Palm Angels Logo Slip On Black/White Sneakers Size 43 (10M),22499,US M 10,1273,False,
NEW Nike Air Max SC White Black Athletic Sneakers CW4555-102 Men’s Sizes,5999,US M 11 + more,994,False,16+ sold
Nike V5 RNR Wolf Grey Gum II6292-005 Men's Sizes,5995,US M 9.5 + more,,True,
Adidas Vario Pure White Black W,,,,False,
Adidas Racer TR23 Solid Grey Blue Burst,,,,False,
Adidas Grand Court Alpha Shadow Navy White W,,,,False,
Adidas Daily 4.0 Clay Black,,,,False,
Adidas Run 60s 2.0 Crew Navy,,,,False,
Adidas Run 60s 2.0 Grey Carbon,,,,False,
Adidas Grand Court 2.0 White Black,,,,False,
adidas Japan Bright Royal,,,,False,
Adidas Lite Racer Adapt 7.0 Black Grey,,,,False,
Nike Court Vision Next Nature Low Triple White,,,,False,
adidas VL Court 3.0 Core White Bright Royal Dark Blue Gum,,,,False,
Nike Court Vision Next Nature Low Triple Black,,,,False,
Nike Court Vision Low Black White,,,,False,
Adidas Lite Racer Adapt 4.0 Black White,,,,False,
Puma Reflect Lite Trail PURE-TEX Black Cool Dark Grey,,,,False,
Adidas Duramo SL Black Solar Red,,,,False,
Puma Inhale Black Green Glare,,,,False,
Adidas Daily 3.0 Dove Grey,,,,False,
Nike Revolution 7 Black White,,,,False,
Adidas Runfalcon 5 Triple White,,,,False,
Adidas Y-3 TERREX SWIFT R3 GTX GORE-TEX Sneaker Bliss Tan Beige Brown GZ9166,32999,US M 9 + more,1495,False,
Puma - Roma Basic - 353572 21 (SPECIAL PRICE),4800,US M 11 + more,0,False,
VANS Skate Half Cab Shoes Mid Top Men's (FREEE SHIPPING),4999,US M 13 + more,0,False,
adidas women Cloudfoam Pure 2.0  Shoes,3300,US W 6 + more,7500,True,
MENS NIKE AIR FORCE 1 '07 PREMIUM IQ3472-298-SIZE 11.5,10399,Nike Air Force,12999,False,
Ryka Casual Lace-Up Sneakers Astrid Print Gray Camo,2849,US W 11 + more,2999,False,
LUCKY STEP Women's Platform Glitter Sneakers Sparkly Bedazzled Fashion Shoes,4199,US W 11 + more,0,False,
Kizik Women’s Athens 2 Pink Size 7.5,7198,US W 7.5,1000,False,
"Axel Arigato Clean 90 Women’s Sneakers, White, Size 5, NWOB",17000,US W 5,1000,False,
Converse All Star Chuck Taylor Canvas High Top Men/Women Causal Classic Sneaker,5400,US M 12 + more,0,False,
NIKE Air Force 1 Paint Drip Sneakers / 315115-038 / Men's 11 / Great Shape!,6698,Nike Air Force,728,False,
New Balance 530 White Silver Metallic Polka Dots U530HFW Men Size,16500,US M 8 + more,1495,False,
Reebok Zig Dynamica STR Unisex Shoes,4500,US M 12 + more,7500,True,
adidas kids Grand Court 2.0 Shoes,3000,US K 4 + more,5500,True,
Nike Air Force 1 ‘07 FlyEase White FD1146-100 Men’s Size 10 NIB,8400,Nike Air Force,1495,True,
Nike Mind 002 Black Hyper Crimson HQ4308-001 Men Size,19900,US M 8 + more,1495,False,
adidas kids Grand Court 00s Shoes Kids,3700,US K 3 + more,5000,True,
Size 13 - Adidas Adizero Boston 13 Cloud White Core Black Dash Men’s New JS4939,8999,adidas adizero,1495,False,
Nike Air Zoom Pegasus 41 Wide Cool Grey Bright Crimson MEN'S SIZE FN4932 006,7598,US M 11 + more,7998,True,
[JS0980] MENS ADIDAS FEAR OF GOD ATHLETICS II BASKETBALL LOW 'PUTTY BEIGE',8999,US M 11 + more,18000,False,
Palm Angels Women's Palm Univeristy Low Pink Suede Size 37 (5.5W),21999,US W 5.5,1273,False,
Wolverine Men Raider DuraShocks® Work Shoe Athletic,9196,US M 10 + more,11495,True,
adidas men Adizero Select 3.0 Shoes,9900,US M 11 + more,11000,True,
adidas women Tokyo Shoes,5200,US W 6 + more,9000,True,
Converse CHUCK TAYLOR All Star Low Top Unisex Canvas Shoes Sneakers NEW,3999,US M 4.5 + more,699,False,
Converse Run Star Hike Platform High Sizes 3-11  166800/799 Men And Women Sizing,3999,US M 5 + more,0,False,
Onitsuka Tiger MEXICO 66 Sneakers Unisex 1183C102 16Colors Unisex Size,15000,US M 5.5 + more,3000,False,24+ sold
Nike Vomero Premium Alabaster Blue Void HQ2050-701,24499,US M 10 + more,1495,False,
Adidas Climacool Men’s Running Shoe Athletic Sneakers 4D Footwear Trainers #739,7495,US M 10.5 + more,799,False,
adidas grand court 2.0 gw9195 Mens,3499,US M 12 + more,0,False,
Palm Angels Logo Slip On Black/White Sneakers Size 39 (6M),22499,US M 6,1273,False,
Palm Angels Palm 1 High-Top Blue/White Strap Sneakers Size 40 (7M),27999,Palm Angels,1273,False,
Size 12M- Quai 54 x Jordan Luka 4 Tour Yellow HJ5196-700,12847,Jordan,14600,False,
adidas women Adizero Boston 12 Shoes,8700,US W 5 + more,16000,True,
Reebok Zignition Men's Shoes,3900,US M 10.5 + more,6500,True,
"""NEW"" Adidas Men's Forum 84 Low Sneakers Size 11.5 US",8495,adidas Forum,1495,False,
adidas Men's Throwstar Track and Field Shotput Discus Shot put Sneaker Shoes NEW,4498,US M 11 + more,,True,18+ sold
Nike Air Max Torch 4 Black Grey Red Athletic Sneakers 343846-006 Men's Sizes,6498,US M 10 + more,0,True,
NIKE PEGASUS TRAIL 3 GTX ES CACAO WOW-RUSH ORANGE SZ 15 [DR0137-200],14999,Nike Pegasus,1495,True,
"Hoka Clifton 9 Shoes, Men's Running Shoes, Athletic Sneakers, Sizes 7-8.5",7498,US M 8 + more,1495,True,
Size 7-13 - Converse CONS CTAS Pro Ox Mens Low Top Suede Shoes Sneakers 159574C,4999,US M 11 + more,0,False,18+ sold
Reebok Press Basketball Unisex Shoes,3997,US M 11 + more,7000,True,
Men's Loafer Slip On Athletic Shoes Casual Walking Sneakers Outdoor Sports,2499,US M 12 + more,0,True,
Nike PACIFIC Men's BLACK HQ2052-001 Running Shoes,3995,US M 8.5 + more,0,False,
adidas women Advantage Shoes,3300,US W 10.5 + more,7000,True,
adidas women Forum Bold Stripes Shoes,6100,US W 10 + more,11000,True,
*1-Pair* Adidas Stan Smith Originals 12.5 Sneakers Rubber Sole Navy FX5501,7500,adidas Stan Smith,1495,False,
Adidas Hoops Low Men's Athletic Shoe White Sneaker Footwear Leather Trainer #986,3995,US M 9 + more,0,False,
adidas kids X_PLRPATH Shoes Kids,3300,US K 12 + more,5500,True,
NEW Air Max 90 Men's Size 10 Iron Grey/White-DK Smoke Grey CN8490 002 Fast Ship,8999,Nike Air Max,1495,False,
Reebok Daystart Work Women's Steel Toe Electrical Hazard Athletic Work Shoe,7500,US W 7 + more,8500,True,
Ryka Women's Echo Unwind Slip On Sneakers Black,3999,US W 6 + more,0,False,
Palm Angels Palm 1 High-Top Blue/White Strap Sneakers Size 40 (7M),27999,Palm Angels,1273,False,
Reebok Daystart Work Women's Steel Toe Electrical Hazard Athletic Work Shoe,7500,US W 7 + more,8500,True,
Ryka Women's Echo Unwind Slip On Sneakers Black,3999,US W 6 + more,0,False,
Kizik Women’s Sierra Black Size 8.5,9699,US W 8.5,1000,False,
adidas kids X_PLRPATH Shoes Kids,3300,US K 12 + more,5500,True,
Men’s Nike Dunk High Retro “Panda” Size 11,14500,Nike Dunk,1495,False,
Adidas Vario Pure White Black W,,,,False,
Adidas Racer TR23 Solid Grey Blue Burst,,,,False,
Adidas Grand Court Alpha Shadow Navy White W,,,,False,
Adidas Daily 4.0 Clay Black,,,,False,
Adidas Run 60s 2.0 Crew Navy,,,,False,
Adidas Run 60s 2.0 Grey Carbon,,,,False,
Adidas Grand Court 2.0 White Black,,,,False,
adidas Japan Bright Royal,,,,False,
Adidas Lite Racer Adapt 7.0 Black Grey,,,,False,
Nike Court Vision Next Nature Low Triple White,,,,False,
adidas VL Court 3.0 Core White Bright Royal Dark Blue Gum,,,,False,
Nike Court Vision Next Nature Low Triple Black,,,,False,
Nike Court Vision Low Black White,,,,False,
Adidas Lite Racer Adapt 4.0 Black White,,,,False,
Puma Reflect Lite Trail PURE-TEX Black Cool Dark Grey,,,,False,
Adidas Duramo SL Black Solar Red,,,,False,
Puma Inhale Black Green Glare,,,,False,
Adidas Daily 3.0 Dove Grey,,,,False,
Nike Revolution 7 Black White,,,,False,
Adidas Runfalcon 5 Triple White,,,,False,
NEW Air Max 90 Men's Size 10 Iron Grey/White-DK Smoke Grey CN8490 002 Fast Ship,8999,Nike Air Max,1495,False,
Nike Men's Air Max Terrascape 90 Shoes White Grey DQ3987-101,11999,US M 8 + more,1495,False,
DVS F0000323___ - Men's Comanche 2.0+ (Medium) Leather Skate Shoes,4797,US M 9.5 + more,7995,False,
Nike Air Jordan One Take II Black Metallic SIlver US SZ 9-10.5 Men's CW2457-001,7500,US M 10.5 + more,1495,False,
Nike Air Max Torch 4 Black Grey Red Running Sneakers 343846-006 Mens Size 7-14,4999,US M 7.5 + more,5554,False,
adidas women RUN 70S 2.0 SHOES,7000,US W 11 + more,0,True,
Nike Men’s Air Max 2017 Size 9 Light Bone |849559-005|,8999,Nike Air Max,9999,False,
"KD16 “Pathway Royalties” Size 10 (Still Have Very Good Traction, still have box)",15000,Nike KD,1200,False,
Palm Angels Women's Palm Univeristy Low Pink Suede Size 36 (4.5W),21999,US W 4.5,1273,False,
LUCKY STEP Women's Platform Fashion Sneakers Faux Leather Classic Tennis Shoes,4399,US W 7 + more,0,False,
LUCKY STEP Women's Rhinestone Mesh Slip On Walking Shoes Fashion Glitter Sneaker,3999,US W 8.5 + more,0,False,
"NEW MENS NikeJordan Jumpman MVP BLACK/UNIVERISITY RED, WHITE/YELLOW OCHRE",16495,US M 11 + more,1495,False,
Size 10 - New Balance 990v6 Made in USA Salmon,10499,New Balance 990,1495,False,
Nike Joyride CC3 Setter Size 9.5 10  Black Anthracite AT6395 003,10000,US M 9.5 + more,1495,False,
Air Jordan 5 Retro Wolf Grey Sneakers Size 13,26000,Air Jordan,1495,False,
Nike Lebron Soldier XIV Triple Black Basketball Shoes CK6024-003 Men's Size 12,9397,Nike,1495,False,
One Piece x Crocs Classic Clog Monkey D. Luffy 212125-90H Mens Size 12 Instock,9989,Crocs,1495,False,
New NIB Converse All Star Chuck Taylor 70 Hi High Top Sneakers True Enamel Red,6998,US M 4.5 + more,599,False,
Nike AIR MAX ALPHA TRAINER 5 Iron Pewter DM0829-013 Lace-Up Athletic Sneakers,6995,US M 11 + more,0,False,
[26162925] MENS CLARKS EASTFORD MID,6498,US M 11.5 + more,11000,False,
Adidas Men's Tyshawn Low Activewear/Casual Shoes,7995,US M 14 + more,1495,False,
"Nike Book 2 Black Fragment (Size 7M, 7.5M)",22500,US M 7.5 + more,1495,False,
Dc Work Crew Pure Work Men's Composite Toe Hig Black / Gray / Blue - 11 Medium,12994,DC Shoes,0,False,
LOT of size 13 men’s shoes. All in NEW or excellent condition.,30000,US M 13,4000,False,
Nike Wildhorse 8 Light Silver Khaki - DR2686-005,15400,US M 8 + more,1495,False,
*NEW* Unisex Converse Chuck Taylor All Star Classic Low Optical White (M7652) 👍,4999,US M 9 + more,0,False,67+ sold
Nike Jordan Luka 2 TB Basketball Sneakers Black/White FN7400-100 Mens Size 12,8749,Air Jordan,17499,False,
Nike Zoom Superfly Elite 2 Hyper Pink CD4382-600 Size 10 Track Racing Spikes,10621,Nike Zoom,12495,False,
Air Jordan Spizike Low Safari FQ1759-008 Size 10 + $20 Discount!,8962,Jordan,1495,False,
Nike Zoom 400 Track Shoes GREEN CLEATS AA1205-300 mens womens BRAND NEW in BOX,1922,US M 12 + more,3495,False,
Converse Weapon Low 'Black Vintage White' Men's Athletic Sneakers A11572C NEW,7498,US M 8 + more,994,False,
Merrell Men's Nova 4 Waterproof Trail Running Sneaker,6998,US M 12 + more,14000,False,
Palm Angels Logo Black/White Lace-Up Skater Sneakers Size 41 (8M),21999,Palm Angels,1273,False,
Palm Angels Palm 1 Hightop Black Strapped Sneakers Size 44 (11M),24999,Palm Angels,1273,False,
[100033341/IE4482] Mens Reebok LEGACY LIFTER III,14499,US M 7.5 + more,22000,False,
Nike AIR MONARCH IV Men's White Blue 102 Walking Shoes Medium & WIDE (4E) WIDTH,5495,US M 9 + more,0,False,
